Award ID,Current Status,Detailed Status,Grant Title,Grant Abstract,Estimated Funds Promised,Funds Obligated Before Disruption,Funds Spent Before Disruption,Funds Remaining Before Disruption,Earliest Disruption,Disruption Indicators,Latest Restoration,Restoration Indicator,Project Start Date,Project End Date (Original),Directorate,Division,Assistance Listing Code,Assistance Listing Title,Funding Opportunity Code,Grantee Organization,Grantee State,Grantee City,Grantee Congressional District,USAspending,NSF.gov
2246224,Disrupted,Terminated,Collaborative Research: USGCRP Core Support for Future Earth International Global Change Activities,"Future Earth is a global organization working to advance understanding and informed decision making for transformations to sustainability, supporting goals of the United States Global Change Research Program (USGCRP).  Seeking solutions to some of the world’s most pressing and complex sustainability challenges, Future Earth furthers transdisciplinary approaches that benefit from both a diversity of academic expertise and lived experience to ground research in a societal frame. The Future Earth US Hub contributes to this work through coordinating relevant research and innovation across the world, fostering inclusive and cross-cutting global networks including Future Earth’s national and regional committees, increasing the dissemination and impact of accessible science and science-policy documents, establishing accessible platforms and convening opportunities to raise the visibility of sustainability advances globally, and evaluating progress towards these transformational goals.  This award supports global leadership of these activities by the Future Earth US Hub.

Working with both domestic and global partners, the Future Earth US Hub will facilitate transdisciplinary and cross-sectoral collaborations and mobilize novel, innovative research and transformative ideas connected to action.  The Hub will support the development of next generation sustainability leaders in areas such as systems thinking and evidence-based decision-making, develop targeted initiatives in network development and capacity building in Latin America, the Caribbean, and Oceania, highlight informed sustainability options in Future Earth’s award-winning publication Anthropocene, and grow the annual Sustainability Research and Innovation Congress, which already in its third year, has emerged as the leading global gathering for sustainability science.  In addition, the US Hub will develop multi-sector action coalitions around specific opportunities to connect US researchers with the extensive global network of Future Earth and accelerate knowledge-based change.

This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",277602,181715,143422.40000000002,134179.59999999998,2025-11-19,research.gov API,N/A,N/A,2023-05-15,2026-04-30,Geosciences,"Research, Innovation, Synergies, and Education",47.050,GEOSCIENCES,N/A,George Mason University,VA,FAIRFAX,VA-11,https://www.usaspending.gov/award/ASST_NON_2246224_049/,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2246224
2338220,Disrupted,Terminated,"CAREER: The Extent, Causes, and Economic Consequences of the Distribution of Clean Air, Land, and Water","Across the United States, different places have different levels of environmental benefits (such as clean air) and risks (such as groundwater pollution). These differences have important implications for health, productivity, and economic opportunity. This CAREER project uses a newly constructed individual-level data set that includes rich demographic, environmental, and economic information. These data will be analyzed to answer important questions about how environmental factors affect the extent, causes and consequences of the distributional impacts of risks and benefits. The first part of the research studies individual exposure and the second analyzes the mechanisms that result in the observed demographic distribution of environmental risks and benefits. The third and final part studies how this distribution affects health, productivity and economic opportunity. The data can also be used to evaluate the effects of natural disasters on specific parts of US population.

This CAREER award funds research using a combination of different methods to study the causes and consequences of the distribution of environmental goods on the well-being of the US population. The first set of projects produce new descriptive facts about individual exposure to environmental benefits and hazards. These insights provide the context and framing to think about the models and mechanisms underlying the distribution of benefits and hazards. The second set of projects answer questions about the mechanisms that cause this distribution. The third part of the project provides new evidence on how environmental factors shape health, productivity, and economic opportunity in the U.S. This effort pays particular attention to combining microeconomic data and research designs with macroeconomic models to better understand aggregate and distributional effects. The results of this research will help us understand the costs and benefits of environmental policies and how decisions by firms and consumers can increase labor productivity and overall well being.

This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",450420,230327,138158.21,312261.79000000004,2025-11-19,research.gov API,N/A,N/A,2024-07-01,2029-06-30,"Social, Behavioral and Economic Sciences",Social and Economic Sciences,47.075,"SOCIAL, BEHAVIORAL, AND ECONOMIC SCIENCES",22-586,University of Virginia Main Campus,VA,CHARLOTTESVILLE,VA-05,https://www.usaspending.gov/award/ASST_NON_2338220_049/,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2338220
2447083,Disrupted,Terminated,Collaborative Research: Effects of government-insured mortgages,"This project constructs a new dataset from county land-use records. The dataset includes information on land records from 20 counties spread across the United States over 40 years. It includes data on the Federal Housing Administration (FHA) insured and Veteran’s Administration (VA) guaranteed mortgages in these counties. The data will be publicly available to academics, decision makers, community organizations, and individuals who want to evaluate the impact of these two important federal programs. The team is also providing an initial analysis of these data to describe and analyze the spatial and demographic patterns of federal mortgage insurance. This analysis leverages individual-level borrower data and address-level property information to examine how these programs affected homeownership, wealth, and neighborhood outcomes in counties with different characteristics. The research findings have the potential to improve the functioning of mortgage markets, thereby enhancing the well-being of U.S. households. The award is jointly funded by the NSF programs in Economics, Sociology, and Human-Environment and Geographical Sciences (HEGS). 

The project creates a new data resource that provides the most extensive and granular data on the demographic and spatial distributions of FHA-insured and VA-guaranteed mortgages to date. Because the data include information on issued mortgages, the data allow scientists to consider the results of enacted policy rather than simply examining government agency reports and correspondence. The team is collecting and geocoding data on roughly 280,000 mortgages. They are using the data and econometric methods to provide detailed descriptive statistics on the recipients of government-insured mortgages. They also use the data to test hypotheses about the effects of FHA and VA loans on neighborhood characteristics The broader impacts include access to data and enabling science-informed discussions about issues that affect wealth accumulation, neighborhood outcomes, and intergenerational mobility. The project also involves students and early career researchers in data collection and analysis.

This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",407018,260638,21745.26,385272.74,2025-11-19,research.gov API,N/A,N/A,2025-06-01,2027-05-31,"Social, Behavioral and Economic Sciences",Social and Economic Sciences,47.075,"SOCIAL, BEHAVIORAL, AND ECONOMIC SCIENCES",PD-23-1320,University of Pittsburgh,PA,PITTSBURGH,PA-12,https://www.usaspending.gov/award/ASST_NON_2447083_049/,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2447083
2447084,Disrupted,Terminated,Collaborative Research: Effects of government-insured mortgages,"This project constructs a new dataset from county land-use records. The dataset includes information on land records from 20 counties spread across the United States over 40 years. It includes data on the Federal Housing Administration (FHA) insured and Veteran’s Administration (VA) guaranteed mortgages in these counties. The data will be publicly available to academics, decision makers, community organizations, and individuals who want to evaluate the impact of these two important federal programs. The team is also providing an initial analysis of these data to describe and analyze the spatial and demographic patterns of federal mortgage insurance. This analysis leverages individual-level borrower data and address-level property information to examine how these programs affected homeownership, wealth, and neighborhood outcomes in both urban and rural counties with different population characteristics. The research findings have the potential to improve the functioning of mortgage markets, thereby enhancing the well-being of U.S. households. The award is jointly funded by the NSF programs in Economics, Sociology, and Human-Environment and Geographical Sciences (HEGS). 

The project creates a new data resource that provides the most extensive and granular data on the demographic and spatial distributions of FHA-insured and VA-guaranteed mortgages to date. Because the data include information on issued mortgages, the data allow scientists to consider the results of enacted policy rather than simply examining government agency reports and correspondence. The team is collecting and geocoding data on roughly 280,000 mortgages. They are using the data and econometric methods to provide detailed descriptive statistics on the recipients of government-insured mortgages. They also use the data to test hypotheses about the effects of FHA and VA loans on neighborhood composition, including information on differences across population groups and neighborhoods. The project advances knowledge in economics, sociology, and geography. The broader impacts include access to data and enabling science-informed discussions about issues that affect wealth accumulation, neighborhood outcomes, intergenerational mobility, and demographic differences. The project also involves students and early career researchers in data collection and analysis.

This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",39360,39360,0,39360,2025-11-19,research.gov API,N/A,N/A,2025-06-01,2027-05-31,"Social, Behavioral and Economic Sciences",Social and Economic Sciences,47.075,"SOCIAL, BEHAVIORAL, AND ECONOMIC SCIENCES",PD-23-1320,Cornell University,NY,ITHACA,NY-19,https://www.usaspending.gov/award/ASST_NON_2447084_049/,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2447084
2051502,Disrupted,Terminated,Empowering Engineering Scholar-Activists through Community-driven Research Experiences,"Despite efforts to advance diversity and inclusion resources on college campuses, engineering culture remains a chilly climate for students with marginalized identities. While prior studies have focused on investigating the experience of engineering students from underrepresented populations, they largely ignore students at the intersection of multiple marginalized identities and they often lack significant action to help create more inclusive environments. This project will take the next step to move beyond merely describing the experiences of marginalized engineering students. The ultimate goal of this work will be to change engineering culture by growing a collaborative, student-driven research community of underrepresented engineering students and allies. This community of scholar-activists will employ their scholarship on marginalized engineering student populations to advocate for personal and institutional change. Students will read and discuss relevant engineering education and sociology literature, reflect on their own experiences and actions, engage with activists across campus, conduct their own research on engineers from marginalized groups, and lead future community outreach and organization efforts. This project aligns with the Broadening Participation in Engineering (BPE) program to enhance the diversity and inclusion of underrepresented groups in engineering, particularly in its innovative approach to creating inclusive research communities that will improve retention of students from underrepresented groups and that can be replicated in other contexts.

In the pursuit to develop scholar-activists among students historically marginalized in engineering, this project will engage students in a vibrant research community where they are supported in pursuing their own undergraduate and graduate research projects for and about broadening participation in engineering. Key components of the project will include a research group that provides constructive feedback and support of student-initiated qualitative research, a network of faculty and graduate researcher mentors, journal clubs with an open invitation for marginalized students and allies to read and discuss the literature on BPE, and opportunities for all engineering faculty to learn inclusive practices. Our theoretical stance will follow the tenets of critical theory: (1) We will center the voices of the students in the research by engaging them as researchers. (2) We will value lived experience as an important qualification for doing this research. (3) We will empower the students leading the research, which will strengthen their social identities and potentially their activist identities. (4) We will integrate research and action and are prepared to deal with the inherent contradictions. To enact this critical approach and develop scholar-activists, we will use resistance and social justice literature from within and beyond engineering education. The overall model of creating a student-centered research community around marginalized engineers is potentially transformative and has potential for adoption at other institutions and for other engineering student populations. This project will train marginalized engineering students to build community wherever they go next. Additionally, this project is likely to improve climate and retention by creating additional (and increasing visibility of) safe spaces for marginalized engineering students.

This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",473913,432546,432545.67,41367.330000000016,2025-10-08,research.gov API,N/A,N/A,2021-06-01,2026-05-31,Engineering,Engineering Education and Centers,47.041,ENGINEERING,PD-19-7680,University of Texas at Austin,TX,AUSTIN,TX-25,https://www.usaspending.gov/award/ASST_NON_2051502_049/,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2051502
2327790,Disrupted,Terminated,Collaborative Research: IHBEM: Multidisciplinary Analysis of Vaccination Games for Equity (MAVEN),"The MAVEN (Multidisciplinary Analysis of Vaccination Games for Equity) project addresses the global health threat of vaccine inequity in the fight against emerging infectious diseases. This project aims to provide a comprehensive understanding of vaccination coverage and identify key drivers of vaccine uptake. This will reduce the risk of future pandemics by enabling targeted interventions to increase vaccine acceptance among vulnerable populations, in particular racial/ethnic/sexual minority and rural populations. The research will also help to address vaccine inequities in the United States that are currently disproportionately affecting minority subgroups and clinical subpopulations (e.g., men with HIV infection). Ultimately, this research will have implications for public health policy and practice, contributing to the global effort to predict and mitigate the impacts of pandemics. In addition to the scientific contributions, the project will provide valuable training opportunities for over ninety undergraduate and graduate students and cultivate a diverse pool of talent equipped to adequately respond to current and future pandemics.

The project will answer three questions: Q1) What are the structural, social, and individual factors related to vaccine uptake for common diseases (e.g., influenza), newer pandemics/epidemics, e.g., COVID-19, mpox (monkeypox), and future diseases? Q2) How does population heterogeneity affect vaccination behavior in a community context? Q3) How does individual behavior feedback into mpox (monkeypox) disease dynamics? The project will combine expertise from mathematical epidemiology and social and behavioral sciences to (1) develop a general framework of vaccine uptake that incorporates individual, social, and structural factors by analyzing a variety of secondary datasets, (2) collect primary survey data and use the framework to develop universal vaccine uptake (as well as vaccine refusal) models that are broadly applicable to mpox (monkeypox) and future outbreaks, and (3) use traditional and modern economic models of individual decision-making under uncertainty. Methodologically, the project will develop a new epidemiological-behavioral system of ordinary differential equations, using multiple data sources (observational, survey, and experimental) and mixed methods to estimate people’s vaccination preferences. The project will also integrate the investigators' empirical findings into the new epi-model, and use the parameterized epi-model to conduct retrospective and prospective vaccine acceptance and hesitance/refusal models.

This award is jointly funded by the Division of Mathematical Sciences and the Division of Social and Economic Sciences in the Directorate of Social, Behavioral and Economic Sciences.

This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",666358,475705,336352.13999999996,330005.86000000004,2025-10-08,research.gov API,N/A,N/A,2023-09-01,2027-08-31,Mathematical and Physical Sciences,Mathematical Sciences,47.049,MATHEMATICAL AND PHYSICAL SCIENCES,23-546,Virginia Commonwealth University,VA,RICHMOND,VA-04,https://www.usaspending.gov/award/ASST_NON_2327790_049/,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2327790
2327791,Disrupted,Terminated,Collaborative Research: IHBEM: Multidisciplinary Analysis of Vaccination Games for Equity (MAVEN),"The MAVEN (Multidisciplinary Analysis of Vaccination Games for Equity) project addresses the global health threat of vaccine inequity in the fight against emerging infectious diseases. This project aims to provide a comprehensive understanding of vaccination coverage and identify key drivers of vaccine uptake. This will reduce the risk of future pandemics by enabling targeted interventions to increase vaccine acceptance among vulnerable populations, in particular racial/ethnic/sexual minority and rural populations. The research will also help to address vaccine inequities in the United States that are currently disproportionately affecting minority subgroups and clinical subpopulations (e.g., men with HIV infection). Ultimately, this research will have implications for public health policy and practice, contributing to the global effort to predict and mitigate the impacts of pandemics. In addition to the scientific contributions, the project will provide valuable training opportunities for over ninety undergraduate and graduate students and cultivate a diverse pool of talent equipped to adequately respond to current and future pandemics.

The project will answer three questions: Q1) What are the structural, social, and individual factors related to vaccine uptake for common diseases (e.g., influenza), newer pandemics/epidemics, e.g., COVID-19, mpox (monkeypox), and future diseases? Q2) How does population heterogeneity affect vaccination behavior in a community context? Q3) How does individual behavior feedback into mpox (monkeypox) disease dynamics? The project will combine expertise from mathematical epidemiology and social and behavioral sciences to (1) develop a general framework of vaccine uptake that incorporates individual, social, and structural factors by analyzing a variety of secondary datasets, (2) collect primary survey data and use the framework to develop universal vaccine uptake (as well as vaccine refusal) models that are broadly applicable to mpox (monkeypox) and future outbreaks, and (3) use traditional and modern economic models of individual decision-making under uncertainty. Methodologically, the project will develop a new epidemiological-behavioral system of ordinary differential equations, using multiple data sources (observational, survey, and experimental) and mixed methods to estimate people’s vaccination preferences. The project will also integrate the investigators' empirical findings into the new epi-model, and use the parameterized epi-model to conduct retrospective and prospective vaccine acceptance and hesitance/refusal models.

This award is jointly funded by the Division of Mathematical Sciences, Division of Social and Economic Sciences in the Directorate of Social, Behavioral and Economic Sciences, and Established Program to Stimulate Competitive Research (EPSCoR).

This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",156743,156743,74635.78,82107.22,2025-10-08,research.gov API,N/A,N/A,2023-09-01,2026-08-31,Mathematical and Physical Sciences,Mathematical Sciences,47.083,INTEGRATIVE ACTIVITIES,N/A,University of Guam,GU,MANGILAO,GU-00,https://www.usaspending.gov/award/ASST_NON_2327791_049/,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2327791
2327792,Disrupted,Terminated,Collaborative Research: IHBEM: Multidisciplinary Analysis of Vaccination Games for Equity (MAVEN),"The MAVEN (Multidisciplinary Analysis of Vaccination Games for Equity) project addresses the global health threat of vaccine inequity in the fight against emerging infectious diseases. This project aims to provide a comprehensive understanding of vaccination coverage and identify key drivers of vaccine uptake. This will reduce the risk of future pandemics by enabling targeted interventions to increase vaccine acceptance among vulnerable populations, in particular racial/ethnic/sexual minority and rural populations. The research will also help to address vaccine inequities in the United States that are currently disproportionately affecting minority subgroups and clinical subpopulations (e.g., men with HIV infection). Ultimately, this research will have implications for public health policy and practice, contributing to the global effort to predict and mitigate the impacts of pandemics. In addition to the scientific contributions, the project will provide valuable training opportunities for over ninety undergraduate and graduate students and cultivate a diverse pool of talent equipped to adequately respond to current and future pandemics.

The project will answer three questions: Q1) What are the structural, social, and individual factors related to vaccine uptake for common diseases (e.g., influenza), newer pandemics/epidemics, e.g., COVID-19, mpox (monkeypox), and future diseases? Q2) How does population heterogeneity affect vaccination behavior in a community context? Q3) How does individual behavior feedback into mpox (monkeypox) disease dynamics? The project will combine expertise from mathematical epidemiology and social and behavioral sciences to (1) develop a general framework of vaccine uptake that incorporates individual, social, and structural factors by analyzing a variety of secondary datasets, (2) collect primary survey data and use the framework to develop universal vaccine uptake (as well as vaccine refusal) models that are broadly applicable to mpox (monkeypox) and future outbreaks, and (3) use traditional and modern economic models of individual decision-making under uncertainty. Methodologically, the project will develop a new epidemiological-behavioral system of ordinary differential equations, using multiple data sources (observational, survey, and experimental) and mixed methods to estimate people’s vaccination preferences. The project will also integrate the investigators' empirical findings into the new epi-model, and use the parameterized epi-model to conduct retrospective and prospective vaccine acceptance and hesitance/refusal models.

This award is jointly funded by the Division of Mathematical Sciences and the Division of Social and Economic Sciences in the Directorate of Social, Behavioral and Economic Sciences.

This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",152285,101524,77472.44,74812.56,2025-10-08,research.gov API,N/A,N/A,2023-09-01,2027-08-31,Mathematical and Physical Sciences,Mathematical Sciences,47.049,MATHEMATICAL AND PHYSICAL SCIENCES,23-546,Cuesta College,CA,SAN LUIS OBISPO,CA-24,https://www.usaspending.gov/award/ASST_NON_2327792_049/,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2327792
2327862,Disrupted,Terminated,IHBEM: Empirical analysis of a data-driven multiscale metapopulation mobility network modeling infection dynamics and mobility responses in rural States,"Rural epidemiology is a critical subfield of epidemiology seeking to examine how the characteristics of rural communities influence health. Although less than one-fifth of the U.S. population lives in rural areas, these areas encompass about 97% of the total land area in the United States and thus the population density for rural areas is low. Traditionally, mainstream epidemiological models focus on settings with high population density, such as major U.S. cities. To study rural epidemiology, it is necessary to develop epidemiological models and analyses tailored to the unique demographics and geographic isolation of rural areas. This grant brings together expertise in mathematical modeling, high-performance computing, geographic information systems, and medical sociology to develop a framework for reliable and accurate real-time epidemic forecasts for mountain-West States, such as Wyoming, Montana, Idaho, and Colorado. The project involves constructing a data-driven multiscale mobility network, using the combination of de-biased mobile phone data, American Community Survey (ACS), and census data in these regions. With a multiscale mobility network, the principal investigators (PIs) will be able to examine how containment policies during a pandemic, such as mobility reduction interventions, stay-at-home orders, and State border lockdowns, impact the transmission dynamics of infectious diseases, and how such policies may exacerbate the disparities of public health and social inequalities in rural areas. The study will help government health officials develop equitable policies and mitigation strategies for rural places in the future epidemic. Furthermore, the proposed community outreach will raise awareness of disease prevention in Wyoming.
 
This grant offers solutions to three research questions in rural epidemiology: Q1. How to construct a metapopulation mobility network tailored to rural places? Human mobility is one of the factors driving the spread of infectious diseases across wide geographical ranges. The project introduces a metapopulation model embedded in a multiscale data-driven mobility network tailored to the unique structures of rural population density and human moving patterns for simulating infection dynamics of the front-range States. For this metapopulation mobility model, the PIs will adapt and improve the efficiency of Gillespie’s event-driven algorithms and derive a proper time step for large-scale stochastic simulations. The PIs will also implement an efficient particle filter algorithm for data assimilations to estimate local transmission parameters at two scales. Q2. How to detect and correct mobile phone data bias? If the bias of the mobile phone data used to construct the mobility networks is not addressed, infection dynamics simulations may incorrectly estimate the severity and speed of disease transmission. The project will investigate the bias of mobile phone data used to construct the mobility network and develop a method to offset the data bias. Q3. What are the impacts of containment measures on disadvantaged racial and socioeconomic groups? The PIs will use the proposed unbiased multiscale metapopulation mobility model to study the impacts of temporary mobility reductions and their lasting behavior-modifying effects on the disadvantaged racial and socioeconomic groups in the front-range States.


This project is jointly funded by the MPS Division of Mathematical Sciences (DMS) through the Mathematical Biology Program, the SBE Division of Social and Economic Sciences (SES), and the Established Program to Stimulate Competitive Research (EPSCoR).

This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",457126,339982,242673.7,214452.3,2025-10-08,research.gov API,N/A,N/A,2023-09-01,2027-08-31,Mathematical and Physical Sciences,Mathematical Sciences,47.049,MATHEMATICAL AND PHYSICAL SCIENCES,23-546,University of Wyoming,WY,LARAMIE,WY-00,https://www.usaspending.gov/award/ASST_NON_2327862_049/,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2327862
2120500,Disrupted,Terminated,Diversity as an Organizational Capability: A Multilevel Examination of Board Composition and Firm Effectiveness,"In the midst of increasing legislation to diversify the boards of publicly held organizations, insight into why such diversity matters has remained relatively stagnant. Several states have instituted requirements that the boards of public companies become more diverse in terms gender, race, and sexual orientation or provide evidence of the company’s broader commitment to developing and maintaining board diversity. Yet, while researchers have explored the performance impacts of board demographic composition, the findings remain equivocal given little attention to the mechanisms through which such relationships occur. This project endeavors to fill this gap within the diversity and strategy literatures to advance insight into the value of and for diversity in corporate governance. With a central hypothesis that board demographic diversity impacts organizational performance through experience-based diversity, this project will examine the effects of director demographic and experienced-based characteristics on organizational strategic actions and financial performance. 

The project will utilize data on director and board characteristics across approximately 1,500 publicly traded firms in the U.S. over a ten-year period from 2007-2017. These data along with data on firm governance quality, strategic choices and firm performance will be obtained from several databases, including BoardEx, CompuStat, the Institutional Shareholder Services (ISS),
RavenPack News Analytics, and Morgan Stanley Capital International (MSCI). Director data will be aggregated and combined with firm-level data to estimate the effects of board diversity variables on firm organizational actions and performance. Overall, this project offers an integrative, process-based perspective for understanding value creation and capture as it pertains to board diversity. By encouraging and establishing a future research agenda for a more systemic approach to the study of board diversity and firm performance, this project has the potential for enhancing the explanatory power and practical usefulness of future firm-level diversity research. More broadly, project has the potential for building diversity-related partnerships between academia and industry and transforming the ways in which organizations approach diversity.

This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",350000,350000,340699.99,9300.01000000001,2025-09-30,research.gov API,N/A,N/A,2021-10-01,2025-09-30,"Social, Behavioral and Economic Sciences",Social and Economic Sciences,47.075,"SOCIAL, BEHAVIORAL, AND ECONOMIC SCIENCES",N/A,Michigan State University,MI,EAST LANSING,MI-07,https://www.usaspending.gov/award/ASST_NON_2120500_049/,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2120500
2344563,Disrupted,Terminated,"Family of Origin, Geographic Constraints, and Career Intentions of Graduate Students in the Sciences","Individuals seeking careers in academic science do not have much control over where they live and work due to the nature of such careers. This presents challenges to scientists with strong social, cultural, and psychological connections to their families and communities of origin. There are reasons to believe that such connections are particularly salient among groups underrepresented in science, such as scientists from racially and ethnically minoritized groups. This research examines how such family and community ties potentially influence and restrict the ability of individuals to enter and stay in academic science. Findings from this study highlight underappreciated obstacles to increasing the size and diversity of the scientific workforce and potential strategies for overcoming those obstacles.  

This research aims to understand the relationships between geographical location and science career decisions among graduate students. To assess these questions, the project implements a survey on a sample of 4,000 graduate students in five natural and social science disciplines in the United States. Respondents are randomly selected from stratified to tiers based on program rankings. The researchers will conduct 50 semi-structured interviews with select survey respondents to add rich context to the quantitative data.

This project is jointly funded by Science of Science, the Established Program to Stimulate Competitive Research (EPSCoR), and Sociology.

This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",252331,252331,63644.98000000001,188686.02,2025-09-29,"Other Reporting, research.gov API",N/A,N/A,2024-08-01,2027-07-31,"Social, Behavioral and Economic Sciences",Social and Economic Sciences,47.075,"SOCIAL, BEHAVIORAL, AND ECONOMIC SCIENCES",PD-98-1331,West Virginia University Research Corporation,WV,MORGANTOWN,WV-02,https://www.usaspending.gov/award/ASST_NON_2344563_049/,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2344563
2447085,Disrupted,Terminated,Collaborative Research: Effects of government-insured mortgages,"This project constructs a new dataset from county land-use records. The dataset includes information on land records from 20 counties spread across the United States over 40 years. It includes data on the Federal Housing Administration (FHA) insured and Veteran’s Administration (VA) guaranteed mortgages in these counties. The data will be publicly available to academics, decision makers, community organizations, and individuals who want to evaluate the impact of these two important federal programs. The team is also providing an initial analysis of these data to describe and analyze the spatial and demographic patterns of federal mortgage insurance. This analysis leverages individual-level borrower data and address-level property information to examine how these programs affected homeownership, wealth, and neighborhood outcomes in both urban and rural counties with different population characteristics. The research findings have the potential to improve the functioning of mortgage markets, thereby enhancing the well-being of U.S. households. The award is jointly funded by the NSF programs in Economics, Sociology, and Human-Environment and Geographical Sciences (HEGS). 

The project creates a new data resource that provides the most extensive and granular data on the demographic and spatial distributions of FHA-insured and VA-guaranteed mortgages to date. Because the data include information on issued mortgages, the data allow scientists to consider the results of enacted policy rather than simply examining government agency reports and correspondence. The team is collecting and geocoding data on roughly 280,000 mortgages. They are using the data and econometric methods to provide detailed descriptive statistics on the recipients of government-insured mortgages. They also use the data to test hypotheses about the effects of FHA and VA loans on neighborhood composition, including information on differences across population groups and neighborhoods. The project advances knowledge in economics, sociology, and geography. The broader impacts include access to data and enabling science-informed discussions about issues that affect wealth accumulation, neighborhood outcomes, intergenerational mobility, and demographic differences. The project also involves students and early career researchers in data collection and analysis.

This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",153620,100000,23264.72,130355.28,2025-09-29,"Reported to GW, research.gov API",N/A,N/A,2025-06-01,2027-05-31,"Social, Behavioral and Economic Sciences",Social and Economic Sciences,47.075,"SOCIAL, BEHAVIORAL, AND ECONOMIC SCIENCES",PD-23-1320,New York University,NY,NEW YORK,NY-10,https://www.usaspending.gov/award/ASST_NON_2447085_049/,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2447085
1561912,Restored,Reinstated (confirmed),Basic Plasma Science Facility Renewal,"The Basic Plasma Science Facility (BaPSF) at UCLA is a national user facility for the study of ionized gases, or plasmas.  Plasmas pervade our universe with almost all visible matter, such as stars, in the plasma state.  Earth is immersed in a plasma environment, with plasma flowing from our sun in the form of the solar wind and intercepting the Earth's magnetosphere; plasma processes help generate the charged particles that populate the Van Allen radiation belts and also lead to phenomena such as the Aurora Borealis. In addition, there are many important terrestrial applications for plasmas, including processing of semiconductor chips and magnetically-confined plasmas for producing energy by nuclear fusion.  Studying fundamental plasma processes in the laboratory is therefore essential to further our understanding of the cosmos and enable important advances in terrestrial applications of plasmas.  The BaPSF provides a unique and cutting-edge platform for these studies.  The National Science Foundation, along with the Department of Energy Office of Fusion Energy Sciences, provides funding to support the operation of the BaPSF for the use of researchers across the United States.  Users apply for experimental time on the facility; if approved, this experimental time is free of charge to researchers who will publish the results of their research in peer-reviewed journals.

The core of the BaPSF is the Large Plasma Device which produces 20 meter long, ~60cm diameter magnetized plasmas using cathode discharge plasma sources.  Typical plasma parameters are electron density of 10^12 per cubic cm, electron temperature of 5 eV and magnetic field strength from 0.04 Tesla to 0.2 Tesla.  Recent research by users of the facility has included studies of collisionless shocks generated by laser-blowoff; electron-beam-driven chirping whistler waves; nonlinear parametric instability of Alfven waves; current sheets, flux ropes and magnetic reconnection; and acceleration of electrons by inertial Alfven waves.  An upgrade of the plasma source will be undertaken in the current award period, using a Lanthanum Hexaboride cathode to produce much higher density and temperature plasmas with electron densities of 10^13 per cubic cm, electron temperatures of ~12 eV, and ion temperatures of ~6 eV.",1800000,1800000,632480.7799999999,867519.2200000001,2025-07-31,UCLA,2025-08-13,Thakur v. Trump (Aug 2025),2016-08-15,2026-07-31,Mathematical and Physical Sciences,Physics,47.049,MATHEMATICAL AND PHYSICAL SCIENCES,15-601,University of California-Los Angeles,CA,LOS ANGELES,CA-36,https://www.usaspending.gov/award/ASST_NON_1561912_049/,https://www.nsf.gov/awardsearch/show-award?AWD_ID=1561912
